"","GENE_SYMBOL","GSM1443061","GSM1443062","GSM1443063","GSM1443064","GSM1443065","GSM1443066","Tetanis_Means"
"PLXDC2","PLXDC2",0.14,0.06,0.45,0.07,0.06,0.09,0.145
"TBKBP1","TBKBP1",7068682,9483202,18243744,10989173,20000966,5364922,11858448.1666667
"NKAPL","NKAPL",0.02,0.07,0.06,0.07,0.09,3247768,541294.718333333
"KBTBD2","KBTBD2",0.3,11051925,33942422,2426201,0.22,8225486,9274339.08666667
"MRPS18B","MRPS18B",33812325,127306899,88079673,30031077,49392596,1251034,54978934
"ZNF484","ZNF484",0.17,0.67,0.05,0.06,0.06,0.08,0.181666666666667
"LOC100130233","LOC100130233",6768546,22944780,11116317,70315290,81471448,101294635,48985169.3333333
"C17orf28","C17orf28",11109305,20540264,20608096,10226214,55613273,2277355,20062417.8333333
"IL17B","IL17B",0.99,2014155,1530308,4139538,1,0.53,1280667.25333333
"UBR3","UBR3",0.09,0.21,0.08,0.06,0.06,0.08,0.0966666666666667
"KIAA1210","KIAA1210",0.02,0.03,0.14,0.06,0.06,0.08,0.065
"C17orf68","C17orf68",5452483,0.1,40967977,85373629,0.06,21443159,25539541.36
"OTOP2","OTOP2",23290016,24088714,27159927,26627303,8672366,4685204,19087255
"LDHD","LDHD",0.32,0.38,0.43,0.35,0.32,0.25,0.341666666666667
"C8orf22","C8orf22",0.37,0.32,0.37,0.13,0.45,0.14,0.296666666666667
"DOK3","DOK3",36999021,64711692,35419326,42243788,63071934,4965295,41235176
"KIAA1683","KIAA1683",10514785,9275777,9489369,12718412,8905717,1142993,8674508.83333333
"FLJ40176","FLJ40176",0.14,0.21,0.14,0.21,0.58,0.09,0.228333333333333
"IDH2","IDH2",71487607,134690281,129938705,703571805,635506388,155343907,305089782.166667
"FLJ13197","FLJ13197",3337488,4481628,3012191,1192240,1134406,0.21,2192992.20166667
"NCKIPSD","NCKIPSD",0.12,0.03,0.06,0.05,0.08,0.09,0.0716666666666667
"NSMAF","NSMAF",5909845,2034463,0.9,0.73,123826559,37565199,28222677.9383333
"CBFB","CBFB",0.04,0.03,12814591,27684887,11283172,57225870,18168086.6783333
"DENR","DENR",0.51,1298662,0.45,1,0.5,17064458,3060520.41
"H2AFY2","H2AFY2",0.06,0.03,0.06,0.08,0.12,0.09,0.0733333333333333
"PCDH9","PCDH9",0.02,0.03,0.04,0.18,0.06,0.09,0.07
"IQWD1","IQWD1",7042536,0.04,28010439,17191234,0.07,3147609,9231969.685
"LGTN","LGTN",0.24,3253704,40043135,87173504,0.11,45285615,29292659.725
"RNF24","RNF24",0.53,0.22,0.2,0.39,0.56,0.31,0.368333333333333
"SLC34A2","SLC34A2",0.35,0.51,0.47,0.2,0.27,0.1,0.316666666666667
"KRT2","KRT2",0.1,0.41,0.04,0.15,0.06,0.1,0.143333333333333
"ATG10","ATG10",0.48,0.09,0.04,0.06,0.07,0.1,0.14
"VPS11","VPS11",12925961,2397894,21963684,0.5,30479226,3622259,11898170.75
"ALS2CR4","ALS2CR4",0.44,0.11,0.99,0.2,0.29,0.1,0.355
"FLJ13744","FLJ13744",0.89,1138617,0.75,0.65,0.92,0.72,189770.155
"DAPP1","DAPP1",1433755,9799532,7872261,210018162,35623572,80996583,57623977.5
"RP5-1077B9.4","RP5-1077B9.4",0.5,29576258,0.99,18646287,3038915,0.56,8543577.00833333
"PLCZ1","PLCZ1",0.02,0.03,0.07,0.06,0.06,0.09,0.055
"GAS2L3","GAS2L3",4289746,3602345,1270491,0.4,1206254,0.28,1728139.44666667
"SLC38A7","SLC38A7",386369727,800682234,561549931,670248074,645173431,44927452,518158474.833333
"SLC9A10","SLC9A10",0.02,0.03,0.06,0.07,0.09,0.24,0.085
"S100A4","S100A4",30962665,54395313,71409983,4723157,105070931,2296406,44809742.5
"CCDC39","CCDC39",0.02,0.03,0.04,0.06,0.06,0.17,0.0633333333333333
"SLC31A2","SLC31A2",0.06,0.05,1816987,0.28,0.08,0.26,302831.288333333
"LOC285550","LOC285550",0.02,15248081,8947429,0.11,0.12,6775567,5161846.20833333
"MOBKL2B","MOBKL2B",0.02,0.07,0.11,0.07,0.06,0.08,0.0683333333333333
"TULP1","TULP1",2835338,3634852,1826394,5211815,2522238,0.71,2671772.95166667
"SLC35B4","SLC35B4",0.02,0.04,0.04,0.05,0.07,2076826,346137.703333333
"OGFR","OGFR",119935178,121156976,134146485,152024552,209860683,36711924,128972633
"FAM152B","FAM152B",0.63,3663305,6896493,0.27,0.79,4794973,2559128.78166667
"LOC122589","LOC122589",109688575,169205962,186271176,380457989,432574529,189310228,244584743.166667
"FAM125B","FAM125B",0.02,0.03,0.04,0.06,0.05,0.09,0.0483333333333333
"C19orf21","C19orf21",0.19,0.35,0.34,0.11,0.2,0.09,0.213333333333333
"DNAJB7","DNAJB7",0.07,0.5,0.24,0.58,0.28,0.09,0.293333333333333
"LOC100132658","LOC100132658",7520843,89288952,20908264,260463144,21112380,502145341,150239820.666667
"CAPG","CAPG",13196400,10924532,10542847,26428666,13297987,2653436,12840644.6666667
"ELOVL6","ELOVL6",0.05,0.03,0.04,0.1,0.08,0.09,0.065
"TMC2","TMC2",0.02,0.06,0.04,0.14,0.09,0.09,0.0733333333333333
"TOE1","TOE1",0.6,8669829,1408038,2446743,0.73,4861478,2897681.555
"LOC152024","LOC152024",28295480,50014812,40441312,164967410,148308684,226298006,109720950.666667
"NARG2","NARG2",0.11,0.1,27083020,0.16,0.19,0.09,4513836.775
"MYL6B","MYL6B",14048404,35904139,45837524,8182161,13109105,3474215,20092591.3333333
"LOC728012","LOC728012",3638421,3971751,19767548,4194463,1968122,2174079,5952397.33333333
"HADH","HADH",2661184,12799406,13568647,58974649,0.49,12088792,16682113.0816667
"TMPRSS13","TMPRSS13",0.43,0.67,0.6,0.71,0.79,0.19,0.565
"PARG","PARG",0.02,0.03,0.04,0.05,0.06,1720290,286715.033333333
"SLU7","SLU7",13408576,0.06,2047440,37037361,12327130,3414363,11372478.3433333
"RHO","RHO",0.03,0.08,0.04,0.27,0.12,0.2,0.123333333333333
"H19","H19",1547554,0.18,0.12,0.28,1196356,0.18,457318.46
"PPP1R15B","PPP1R15B",4829140,2998637,0.06,34657494,10005514,17964453,11742539.6766667
"FARS2","FARS2",4206031,32055689,1844768,167961883,65997106,22303726,49061533.8333333
"LSM11","LSM11",0.07,0.04,0.04,0.07,0.06,0.09,0.0616666666666667
"GABRR2","GABRR2",2473831,4286229,6147788,15506074,81969322,3708336,19015263.3333333
"SH3BP1","SH3BP1",2651635,20511646,1312494,4112045,1095849,3193322,5479498.5
"SETBP1","SETBP1",1173159,0.74,0.66,0.65,0.75,0.49,195527.048333333
"PGAP1","PGAP1",0.02,0.97,0.04,0.06,0.06,0.1,0.208333333333333
"TTC30A","TTC30A",0.02,0.04,0.04,0.06,0.07,0.1,0.055
"RHPN1","RHPN1",6383770,2863657,4403906,5819997,3624812,1086058,4030366.66666667
"ATP5C1","ATP5C1",0.48,24240833,55025472,145892666,87552128,118759606,71911784.2466667
"NCRNA00153","NCRNA00153",7147613,0.75,16471181,70053290,0.31,1623753,15882639.6766667
"DGCR6","DGCR6",1574746,1345220,4040710,1710565,2184880,0.37,1809353.56166667
"WDR37","WDR37",1081008,0.86,0.99,0.81,0.43,0.1,180168.531666667
"TSHZ3","TSHZ3",0.02,0.04,0.05,0.06,0.08,0.1,0.0583333333333333
"SCN4A","SCN4A",0.13,0.31,0.25,0.21,0.32,0.1,0.22
"PIGF","PIGF",0.48,22773059,0.76,4257662,0.67,23876967,8484614.985
"C22orf41","C22orf41",0.21,0.13,0.18,0.23,0.33,0.14,0.203333333333333
"POLR2I","POLR2I",0.22,0.24,0.25,189634492,130137863,3317811,53848361.1183333
"HMGB1","HMGB1",222760048,536116587,570228566,1379503234,1916019147,1753677870,1063050908.66667
"FLJ10246","FLJ10246",0.02,1639642,0.19,0.3,0.06,0.08,273273.775
"GART","GART",1567005,0.21,1520072,0.26,9201626,12910583,4199881.07833333
"PYGO2","PYGO2",0.59,0.66,0.68,0.77,0.66,31565673,5260946.06
"C11orf85","C11orf85",0.17,0.03,0.04,0.05,0.05,0.09,0.0716666666666667
"LRRC25","LRRC25",10675210,0.58,1009889,0.33,2824764,0.34,2418310.70833333
"P4HA3","P4HA3",0.51,0.09,0.1,0.09,0.17,0.25,0.201666666666667
"PTDSS1","PTDSS1",18500953,163514143,63255465,189141900,0.45,33071738,77914033.2416667
"KIAA1333","KIAA1333",0.13,0.04,0.29,0.05,0.08,8972890,1495481.765
"PDZK1","PDZK1",6313444,0.11,0.23,0.07,1525851,1492380,1555279.235
"TRMT12","TRMT12",0.15,0.16,0.28,0.13,14692109,2226290,2819733.28666667
"GPSM1","GPSM1",0.51,0.37,0.59,0.44,0.44,0.42,0.461666666666667
"SAE1","SAE1",0.37,0.03,0.06,0.05,0.05,8730006,1455001.09333333
"NDNL2","NDNL2",0.02,0.03,0.04,0.11,0.05,0.09,0.0566666666666667
"SNX22","SNX22",0.73,1084607,1334485,0.53,1032661,0.43,575292.448333333
"ORM1","ORM1",59401477,33458519,122507242,52150869,51838653,3953592,53885058.6666667
"UGCGL1","UGCGL1",15278508,9257109,8874675,28778533,162184752,189513373,68981158.3333333
"LOC729595","LOC729595",14950028,3612937,10035959,110149035,42711827,25305238,34460837.3333333
"RPL36A","RPL36A",197282009,313839668,343019448,748803183,997828458,663460706,544038912
"GBP2","GBP2",2040791,1896744,10379718,2308386,6300031,0.7,3820945.11666667
"YWHAG","YWHAG",13689993,51617957,87777801,169692626,0.33,23986871,57794208.055
"FUT7","FUT7",3983863,11543528,8288593,11955255,32765634,0.79,11422812.2983333
"SMAD9","SMAD9",0.9,1048353,4971076,1288192,1119543,0.54,1404527.57333333
"LOC728126","LOC728126",36790655,75595719,81564720,340475418,355148860,158159498,174622478.333333
"ERI1","ERI1",0.02,4772349,0.04,0.41,0.07,14434795,3201190.75666667
"CYP27B1","CYP27B1",0.12,0.13,0.07,0.14,0.07,0.1,0.105
"API5","API5",1726613,28078721,4423189,3421896,97532723,99407658,39098466.6666667
"LATS2","LATS2",0.63,0.42,0.73,0.49,0.16,0.27,0.45
"DDB1","DDB1",0.22,3084441,0.05,15108838,0.11,41541778,9955842.89666667
"PSMA7","PSMA7",12498705,23117646,0.99,449836731,374534126,58060555,153007960.665
"MTERFD1","MTERFD1",0.37,4389568,5867422,7967355,0.2,26213678,7406337.26166667
"CPN1","CPN1",3484468,1670526,1574578,1209907,1777505,0.09,1619497.34833333
"GRIA4","GRIA4",2430884,0.73,0.63,3574670,0.44,0.08,1000925.98
"PRDM10","PRDM10",0.02,0.03,0.14,0.19,0.11,0.12,0.101666666666667
"WDFY3","WDFY3",0.02,0.03,0.1,0.06,0.06,0.08,0.0583333333333333
"RBM43","RBM43",0.15,0.25,0.42,0.3,0.43,0.08,0.271666666666667
"CD1C","CD1C",0.03,0.28,0.12,0.06,0.09,0.08,0.11
"ANP32B","ANP32B",138047719,341172771,231809778,1167007050,1138568033,1281000741,716267682
"ATXN2","ATXN2",7393224,7460226,3829989,35221194,4116478,0.91,9670185.31833333
"PRPF40B","PRPF40B",3631646,6098229,3380968,3757327,4152179,2142216,3860427.5
"LAMC3","LAMC3",3545278,3739751,2719652,5387019,6515357,1246016,3858845.5
"C2orf12","C2orf12",0.53,0.65,0.69,0.62,0.4,0.41,0.55
"AGPAT9","AGPAT9",11984393,0.24,0.07,0.05,0.14,0.09,1997398.93166667
"ISLR2","ISLR2",5944019,4490993,2300546,1989200,1533921,1092393,2891845.33333333
"ZNF205","ZNF205",8892528,18695538,13997629,34172900,46457043,1571435,20631178.8333333
"LOC100132815","LOC100132815",0.02,1908051,3243736,0.08,21177992,33313928,9940617.85
"LOC90826","LOC90826",2598301,19042854,2514210,57745808,22740662,0.46,17440305.91
"CBWD5","CBWD5",6940021,11438195,15937816,0.05,74368346,25349206,22338930.675
"CYP3A5","CYP3A5",0.29,0.11,0.09,0.15,0.05,0.09,0.13
"EGFLAM","EGFLAM",2217696,1470891,0.67,0.87,1031767,0.48,786726.003333333
"ZIC3","ZIC3",0.1,0.13,0.06,0.29,0.15,0.1,0.138333333333333
"LOC100130173","LOC100130173",0.64,0.05,0.1,0.06,0.05,1967097,327849.65
"SERPINA10","SERPINA10",13758885,10367425,15480284,10082130,21314627,3187981,12365222
"LOC643837","LOC643837",1503374,0.73,5929507,1049212,0.45,0.34,1413682.42
"FLJ23185","FLJ23185",9331395,5307806,19098322,7856266,5489185,1740050,8137170.66666667
"LOC642897","LOC642897",1518368,0.04,0.04,0.05,0.08,0.22,253061.405
"SIGLEC7","SIGLEC7",3692717,4599026,4050638,3429681,3605986,0.7,3229674.78333333
"TERF2IP","TERF2IP",33637113,38677887,85550469,148682733,114389296,33569938,75751239.3333333
"SLCO4C1","SLCO4C1",0.02,0.08,0.77,0.06,0.06,0.1,0.181666666666667
"TUBA1B","TUBA1B",10438774,34551654,39042703,77929042,113733174,30234167,50988252.3333333
"C12orf62","C12orf62",26697782,32163133,30381549,52147642,8872927,0.44,25043838.9066667
"SDHD","SDHD",0.7,9073030,1394022,23861505,0.07,29326849,10609234.4616667
"QRSL1","QRSL1",2616519,0.27,0.43,10825163,0.65,3473346,2819171.55833333
"EDEM1","EDEM1",1537554,67047592,60994977,15686019,220884174,210421348,96095277.3333333
"PCDHA11","PCDHA11",0.02,0.03,0.06,0.06,0.06,0.09,0.0533333333333333
"PTF1A","PTF1A",0.12,0.2,0.4,0.66,0.51,0.21,0.35
"IL15","IL15",3556274,0.51,1005522,0.74,0.6,0.86,760299.785
"FLJ25694","FLJ25694",3602906,3835948,3663741,4605755,2716588,1062092,3247838.33333333
"TXNDC5","TXNDC5",621691931,1452263135,1751456138,2634674352,3151485508,1964904031,1929412515.83333
"FAM44B","FAM44B",0.02,0.03,0.04,0.06,0.23,0.08,0.0766666666666667
"PPP3CA","PPP3CA",16291111,13876170,9578644,34373179,10269472,23172387,17926827.1666667
"C11orf59","C11orf59",4507734,1555405,5572911,41642187,2080966,0.94,9226533.99
"BCL3","BCL3",75995341,82388544,108953477,137907553,141378242,3745421,91728096.3333333
"CDC42SE2","CDC42SE2",31436676,125533089,234112255,190569691,397350888,80400878,176567246.166667
"FLJ11292","FLJ11292",220479220,66311455,84166950,207387599,167017574,266451648,168635741
"SFRP5","SFRP5",5509480,0.29,0.13,0.18,0.33,12652778,3027043.155
"LOC389517","LOC389517",28769674,15614170,19536899,45503019,7712515,20210296,22891095.5
"TRIM21","TRIM21",0.63,0.21,0.49,43591671,3352798,0.19,7824078.42
"PGBD3","PGBD3",0.63,0.7,0.85,0.58,0.72,1189378,198230.246666667
"KLHL36","KLHL36",9101665,3693767,7319806,2130293,3003316,0.55,4208141.25833333
"NLRP13","NLRP13",0.26,0.39,0.98,1266982,2195920,0.18,577150.635
"LOC441294","LOC441294",1705899,0.34,0.14,0.35,27920428,4105040,5621894.63833333
"PITPNM1","PITPNM1",1540737,0.99,2183633,2099284,1640891,1544401,1501491.165
"RHOXF2B","RHOXF2B",2635969,0.63,0.59,0.52,2109629,12640102,2897616.95666667
"ZNF708","ZNF708",5376948,0.51,0.33,0.47,0.45,0.39,896158.358333333
"LOC644215","LOC644215",25399162,29100651,45610970,35057212,372539060,141116042,108137182.833333
"ATG12","ATG12",1135435,5801658,1735711,2926289,1991670,116527950,21686452.1666667
"KRT72","KRT72",0.35,0.68,2382788,0.89,0.78,0.3,397131.833333333
"KCNMB1","KCNMB1",14059073,8753917,9449712,17692868,12579777,1933098,10744740.8333333
"ENO2","ENO2",0.52,0.06,3964911,18135527,0.15,8799697,5150022.62166667
"LYPLA1","LYPLA1",0.03,0.09,0.04,0.05,0.15,2915345,485890.893333333
"LOC642076","LOC642076",94942475,180398351,206552104,485909539,558168112,792149087,386353278
"FOLR2","FOLR2",4616637,6124473,5745704,5944933,6160714,4265767,5476371.33333333
"HIST2H2AA4","HIST2H2AA4",22419038,6619297,16682302,52433618,8463678,1327587,17990920
"BTC","BTC",10214790,5812156,5130595,3145770,2193425,1191651,4614731.16666667
"LOC388621","LOC388621",315403908,457644882,582144813,1682774101,2012109696,1618057987,1111355897.83333
"FBXL15","FBXL15",8984347,10312266,19367567,24228916,121495271,1620202,31001428.1666667
"STEAP1","STEAP1",0.03,0.04,0.07,0.06,0.08,0.1,0.0633333333333333
"SAFB","SAFB",10994584,44939755,5369268,248609865,94836993,44337555,74848003.3333333
"MC2R","MC2R",0.34,0.21,0.33,0.44,2127608,0.29,354601.601666667
"WEE1","WEE1",0.89,2786414,0.55,1112583,0.31,26002281,4983546.625
"OR6N1","OR6N1",0.2,0.17,0.21,0.25,0.38,0.24,0.241666666666667
"PTMS","PTMS",30891534,18728582,23696175,36565361,40734191,12013676,27104919.8333333
"IQGAP1","IQGAP1",8875718,12443530,18029501,28664381,8453628,43263738,19955082.6666667
"C20orf4","C20orf4",8133562,8244447,20450589,27003182,35625551,2007612,16910823.8333333
"MLC1","MLC1",0.11,0.12,0.18,0.14,0.44,0.08,0.178333333333333
"FUNDC1","FUNDC1",3005435,3384993,2528018,6075778,3304879,0.44,3049850.57333333
"RPE","RPE",5414111,0.93,13099437,0.3,1592733,2976649,3847155.205
"TESC","TESC",1950588,0.67,0.6,10998052,0.92,0.63,2158107.13666667
"RFX6","RFX6",0.02,0.03,0.11,0.14,0.16,0.11,0.095
"PYCRL","PYCRL",3380519,2774519,6553859,5872409,4101655,14536435,6203232.66666667
"TMEFF2","TMEFF2",850796626,1206061516,1487822983,2060802374,2707269390,1944164252,1709486190.16667
"GPR88","GPR88",0.48,0.65,0.58,0.66,1399623,6423962,1303931.22833333
"RRAGA","RRAGA",0.62,1153093,0.57,16931024,150863161,0.54,28157879.955
"HESX1","HESX1",1803569,0.08,0.06,0.26,0.16,0.08,300594.94
"AGAP7","AGAP7",6522776,5021335,8931113,0.99,0.23,6332076,4467883.53666667
"C14orf115","C14orf115",28415854,3563180,3764929,5406658,7289414,0.93,8073339.32166667
"CETN1","CETN1",0.53,0.7,0.3,0.44,0.73,0.09,0.465
"BLVRB","BLVRB",7564386,11473113,8215376,8278597,28078121,2057282,10944479.1666667
"HARS","HARS",13456093,31738475,0.04,0.1,42820827,95618844,30605706.5233333
"TTLL4","TTLL4",0.03,2694668,0.04,0.11,0.05,4130219,1137481.205
"TADA1L","TADA1L",0.1,0.18,0.12,0.41,0.16,1047517,174586.328333333
"SDR42E1","SDR42E1",0.1,0.06,0.16,0.05,0.19,0.09,0.108333333333333
"KIAA0409","KIAA0409",0.43,0.62,0.85,1586543,0.73,0.14,264424.295
"CHP","CHP",4490341,0.05,23365299,7440898,0.05,44739289,13339304.5166667
"MGC16169","MGC16169",0.12,0.2,0.1,0.21,0.2,0.17,0.166666666666667
"LOC100169752","LOC100169752",0.02,0.03,0.04,0.07,0.1,0.75,0.168333333333333
"tcag7.350","tcag7.350",178415719,356394460,347987032,735676962,970795839,584489272,528959880.666667
"CD1B","CD1B",0.2,0.37,0.64,0.66,0.61,0.2,0.446666666666667
"GUCA1C","GUCA1C",0.03,0.06,0.07,0.09,0.13,0.09,0.0783333333333333
"CALCOCO1","CALCOCO1",0.83,0.16,0.14,0.25,0.07,0.09,0.256666666666667
"DUSP5","DUSP5",10347512,14115137,45735335,145354428,74324384,24505336,52397022
"C7orf38","C7orf38",0.03,0.04,0.04,0.06,25307384,0.15,4217897.38666667
"SETD4","SETD4",0.06,0.14,0.04,0.07,0.06,6652897,1108816.22833333
"NRN1L","NRN1L",1659258,1890806,2168705,2680073,3022801,0.1,1903607.18333333
"KBTBD3","KBTBD3",0.02,0.05,0.04,0.06,0.07,0.1,0.0566666666666667
"CTAGE1","CTAGE1",0.06,0.11,0.05,0.06,0.07,0.1,0.075
"LOC151438","LOC151438",3880853,0.06,0.07,0.12,0.11,0.1,646808.91
"KRT3","KRT3",36500142,19684235,40564159,28414975,40903810,3578863,28274364
"HIST1H2AM","HIST1H2AM",12181280,3720660,1673427,2564229,61351262,0.71,13581809.785
"NEK7","NEK7",11838167,0.48,0.92,2038797,0.63,42744777,9436957.17166667
"GCKR","GCKR",0.19,0.09,0.11,0.07,0.06,1952066,325344.42
"HSPA4","HSPA4",3935059,34804389,0.05,136649905,65875263,95585333,56141658.175
"LOC161635","LOC161635",0.14,0.07,14997126,0.06,7249993,144697033,27824025.3783333
"PCDHB12","PCDHB12",16377743,12983764,13029013,21757172,30483210,2843595,16245749.5
"DEPDC4","DEPDC4",0.05,0.07,0.04,0.07,0.18,0.19,0.1
"LOC654340","LOC654340",7765154,2778220,2922304,4987227,1416403,2773289,3773766.16666667
"STAT5B","STAT5B",25439155,71948929,37892137,46029562,154003556,9423572,57456151.8333333
"CYP17A1","CYP17A1",0.83,0.77,0.62,0.96,1200676,0.38,200113.26
"CLEC4M","CLEC4M",2868949,3986761,4966816,2672180,2582143,3328916,3400960.83333333
"CD3G","CD3G",0.78,1294045,0.44,0.94,0.99,0.47,215674.77
"MPHOSPH6","MPHOSPH6",0.06,4221076,0.04,0.05,0.1,0.88,703512.855
"RAPGEF6","RAPGEF6",0.02,0.32,0.23,0.05,0.59,0.16,0.228333333333333
"CYP2C9","CYP2C9",0.09,0.03,0.75,0.05,0.05,0.09,0.176666666666667
"C6orf162","C6orf162",0.64,0.37,0.71,0.21,0.41,0.16,0.416666666666667
"LOC100129385","LOC100129385",0.12,0.08,0.17,0.52,0.13,0.09,0.185
"SCHIP1","SCHIP1",0.02,0.03,0.05,0.05,0.05,0.09,0.0483333333333333
"CALU","CALU",1081062,0.69,0.78,361255129,211267080,46047408,103275113.411667
"YIPF2","YIPF2",37321597,58285245,63281549,49469790,108073597,2233379,53110859.5
"MMP21","MMP21",1692927,1148999,4748442,1557912,1979849,0.52,1854688.25333333
"KIR3DX1","KIR3DX1",0.02,0.03,0.04,0.05,0.06,0.09,0.0483333333333333
"FAM19A3","FAM19A3",0.26,0.09,0.22,0.66,0.14,0.13,0.25
"CDC42P2","CDC42P2",65942634,43914392,95190839,208276839,388265900,122138187,153954798.5
"CHRNB4","CHRNB4",0.54,0.69,0.86,0.54,0.74,0.49,0.643333333333333
"RPL15","RPL15",268057414,498039103,634297220,1116431821,1817372480,392213907,787735324.166667
"CAMTA2","CAMTA2",5197610,28343288,13220815,4478337,8782314,0.59,10003727.4316667
"CCL11","CCL11",0.91,1027583,1035531,1141216,1009186,0.36,702252.878333333
"BCR","BCR",22421652,11818305,4727580,6033037,8638152,8914741,10425577.8333333
"HR","HR",32349672,33248057,29871319,24938255,27382335,9366766,26192734
"C14orf21","C14orf21",2239401,47202085,119932957,2526999,559035763,35592763,127754994.666667
"CPNE7","CPNE7",8477282,13887185,10598412,19006302,22456684,3423533,12974899.6666667
"LOC731724","LOC731724",0.16,0.04,0.07,0.14,0.23,0.1,0.123333333333333
"CPEB2","CPEB2",0.02,0.04,0.05,0.06,0.07,0.1,0.0566666666666667
"TCL1B","TCL1B",0.22,0.15,0.62,0.06,0.08,0.14,0.211666666666667
"ASF1B","ASF1B",8053792,9067143,24274021,4372069,4104366,13033522,10484152.1666667
"ART4","ART4",0.07,0.11,0.2,0.07,0.14,1200046,200007.765
"TMIGD2","TMIGD2",5815219,8388245,17167092,20165574,21642142,1727524,12484299.3333333
"RNASE8","RNASE8",0.31,0.66,0.66,1682110,0.87,0.3,280352.133333333
"FGF19","FGF19",0.28,0.1,0.2,0.06,0.06,0.09,0.131666666666667
"LOXL3","LOXL3",14687113,5180718,4360585,22324999,13295783,0.98,9974866.49666667
"SFRS7","SFRS7",14449423,15261737,48808583,26945470,73590381,52866056,38653608.3333333
"MYBPC3","MYBPC3",3620582,2144487,1984371,4549422,5959892,1120810,3229927.33333333
"ZFP1","ZFP1",0.44,2749165,0.34,0.12,0.06,0.08,458194.34
"HRASLS","HRASLS",2964957,2639518,1735113,4766231,8550030,0.57,3442641.595
"RAD51AP1","RAD51AP1",10496544,0.06,0.13,0.42,0.06,47873172,9728286.11166667
"ESX1","ESX1",0.06,0.13,0.26,0.97,0.82,0.17,0.401666666666667
"ZNF275","ZNF275",0.19,0.58,0.45,0.3,0.35,0.08,0.325
"ANAPC10","ANAPC10",0.04,21514841,17288981,0.05,0.06,8500839,7884110.19166667
"FAM103A1","FAM103A1",6649262,2270925,0.28,136789285,7182575,19992640,28814114.5466667
"PHYHD1","PHYHD1",11229139,2452431,21956125,1546035,3452940,0.62,6772778.43666667
"CCDC27","CCDC27",2126830,1416539,1522859,6730805,0.7,0.26,1966172.32666667
"C14orf53","C14orf53",0.34,0.17,0.19,0.15,0.44,0.09,0.23
"SLC16A14","SLC16A14",0.59,0.19,0.51,32749685,0.57,27878777,10104743.9766667
"CHRM2","CHRM2",0.92,0.42,0.58,0.5,1259107,0.13,209851.591666667
"SLC38A4","SLC38A4",0.11,0.14,0.22,0.31,0.17,0.09,0.173333333333333
"LDB1","LDB1",62731138,11764874,76006076,6581134,14507839,81582382,42195573.8333333
"MYO3B","MYO3B",0.02,0.03,0.04,0.05,0.05,0.09,0.0466666666666667
"ZPLD1","ZPLD1",0.03,0.03,0.04,0.05,0.05,0.09,0.0483333333333333
"ZNF678","ZNF678",40157338,29345791,17656435,65148719,82501597,89444241,54042353.5
"SLC25A14","SLC25A14",0.16,0.13,0.16,0.23,5550447,2385522,1322661.61333333
"LTB","LTB",65605020,73147760,87527969,79810879,127564942,5754505,73235179.1666667
"CNOT3","CNOT3",5868067,24692701,17568834,7502854,7162539,2609175,10900695
"LOC286254","LOC286254",3292391,1933795,4076357,3725111,7291012,1684126,3667132
